14,4,4,0,1,0,0,0,1,1,3,3
11,6,7,1,1,0,0,0,0,0,2,0
4,0,11,7,4,0,0,0,4,0,1,0
2,0,13,12,2,1,0,0,0,0,0,0
1,1,6,10,8,0,0,0,0,0,5,0
0,0,1,6,0,10,10,1,1,0,1,0
0,0,0,0,0,12,9,4,1,2,1,0
0,0,0,0,0,2,13,11,4,1,0,0
0,0,1,8,0,1,5,1,6,1,7,0
0,0,11,2,1,0,2,0,7,3,5,0
2,0,1,0,0,0,1,0,3,5,14,4
0,0,2,0,0,0,0,0,3,8,5,6
